observation_date,number_found,common_name,running_total_per_species,running_total_all
2019-08-01,100.0,"Common reed grass, phragmites",26119650.0,26196627.0
2019-08-01,6.0,"Tree-of-heaven, Ailanthus",2840.0,26196633.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",2850.0,26196643.0
2019-08-01,1000.0,"Common reed grass, phragmites",26120650.0,26197643.0
2019-08-01,10000.0,"Common reed grass, phragmites",26130650.0,26207643.0
2019-08-01,6.0,"Tree-of-heaven, Ailanthus",2856.0,26207649.0
2019-08-01,100000.0,"Common reed grass, phragmites",26230650.0,26307649.0
2019-08-01,6.0,"Tree-of-heaven, Ailanthus",2862.0,26307655.0
2019-08-01,200.0,"Tree-of-heaven, Ailanthus",3062.0,26307855.0
2019-08-01,5000.0,"Common reed grass, phragmites",26235650.0,26312855.0
2019-08-01,10000.0,"Common reed grass, phragmites",26245650.0,26322855.0
2019-08-01,1000.0,Purple Loosestrife,4310.0,26323855.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3072.0,26323865.0
2019-08-01,300.0,"Common reed grass, phragmites",26245950.0,26324165.0
2019-08-01,500.0,"Common reed grass, phragmites",26246450.0,26324665.0
2019-08-01,50.0,"Tree-of-heaven, Ailanthus",3122.0,26324715.0
2019-08-01,1000.0,"Common reed grass, phragmites",26247450.0,26325715.0
2019-08-01,100000.0,"Common reed grass, phragmites",26347450.0,26425715.0
2019-08-01,20.0,"Tree-of-heaven, Ailanthus",3142.0,26425735.0
2019-08-01,10000.0,"Common reed grass, phragmites",26357450.0,26435735.0
2019-08-01,1000.0,"Common reed grass, phragmites",26358450.0,26436735.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3152.0,26436745.0
2019-08-01,5.0,Purple Loosestrife,4315.0,26436750.0
2019-08-01,5.0,"Tree-of-heaven, Ailanthus",3157.0,26436755.0
2019-08-01,200.0,"Common reed grass, phragmites",26358650.0,26436955.0
2019-08-01,500.0,"Common reed grass, phragmites",26359150.0,26437455.0
2019-08-01,1000.0,"Common reed grass, phragmites",26360150.0,26438455.0
2019-08-01,300.0,"Common reed grass, phragmites",26360450.0,26438755.0
2019-08-01,30.0,"Tree-of-heaven, Ailanthus",3187.0,26438785.0
2019-08-01,30.0,"Tree-of-heaven, Ailanthus",3217.0,26438815.0
2019-08-01,20.0,"Tree-of-heaven, Ailanthus",3237.0,26438835.0
2019-08-01,40.0,Purple Loosestrife,4355.0,26438875.0
2019-08-01,500.0,"Common reed grass, phragmites",26360950.0,26439375.0
2019-08-01,20.0,"Tree-of-heaven, Ailanthus",3257.0,26439395.0
2019-08-01,10000.0,"Common reed grass, phragmites",26370950.0,26449395.0
2019-08-01,,"Tree-of-heaven, Ailanthus",,
2019-08-01,10000.0,"Common reed grass, phragmites",26380950.0,26459395.0
2019-08-01,20.0,"Tree-of-heaven, Ailanthus",3277.0,26459415.0
2019-08-01,15.0,"Tree-of-heaven, Ailanthus",3292.0,26459430.0
2019-08-01,5.0,"Tree-of-heaven, Ailanthus",3297.0,26459435.0
2019-08-01,2000.0,"Common reed grass, phragmites",26382950.0,26461435.0
2019-08-01,10000.0,"Common reed grass, phragmites",26392950.0,26471435.0
2019-08-01,300.0,Knotweed (species unknown),71120.0,26471735.0
2019-08-01,1000.0,"Common reed grass, phragmites",26393950.0,26472735.0
2019-08-01,400.0,Knotweed (species unknown),71520.0,26473135.0
2019-08-01,100.0,Purple Loosestrife,4455.0,26473235.0
2019-08-01,10000.0,"Common reed grass, phragmites",26403950.0,26483235.0
2019-08-01,10000.0,"Common reed grass, phragmites",26413950.0,26493235.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3307.0,26493245.0
2019-08-01,10000.0,"Common reed grass, phragmites",26423950.0,26503245.0
2019-08-01,1000000.0,"Common reed grass, phragmites",27423950.0,27503245.0
2019-08-01,100.0,"Tree-of-heaven, Ailanthus",3407.0,27503345.0
2019-08-01,20.0,"Tree-of-heaven, Ailanthus",3427.0,27503365.0
2019-08-01,30.0,"Tree-of-heaven, Ailanthus",3457.0,27503395.0
2019-08-01,10000.0,"Common reed grass, phragmites",27433950.0,27513395.0
2019-08-01,,Purple Loosestrife,,
2019-08-01,10000.0,Knotweed (species unknown),81520.0,27523395.0
2019-08-01,50000.0,"Common reed grass, phragmites",27483950.0,27573395.0
2019-08-01,600.0,"Common reed grass, phragmites",27484550.0,27573995.0
2019-08-01,40.0,"Tree-of-heaven, Ailanthus",3497.0,27574035.0
2019-08-01,1000.0,"Common reed grass, phragmites",27485550.0,27575035.0
2019-08-01,10000.0,"Common reed grass, phragmites",27495550.0,27585035.0
2019-08-01,5.0,"Tree-of-heaven, Ailanthus",3502.0,27585040.0
2019-08-01,,"Common reed grass, phragmites",,
2019-08-01,100.0,"Tree-of-heaven, Ailanthus",3602.0,27585140.0
2019-08-01,99.0,"Tree-of-heaven, Ailanthus",3701.0,27585239.0
2019-08-01,100000.0,"Common reed grass, phragmites",27595550.0,27685239.0
2019-08-01,10000.0,"Common reed grass, phragmites",27605550.0,27695239.0
2019-08-01,30.0,"Tree-of-heaven, Ailanthus",3731.0,27695269.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3741.0,27695279.0
2019-08-01,200.0,"Common reed grass, phragmites",27605750.0,27695479.0
2019-08-01,,"Tree-of-heaven, Ailanthus",,
2019-08-01,100000.0,"Common reed grass, phragmites",27705750.0,27795479.0
2019-08-01,30.0,"Tree-of-heaven, Ailanthus",3771.0,27795509.0
2019-08-01,1000.0,"Common reed grass, phragmites",27706750.0,27796509.0
2019-08-01,500.0,"Common reed grass, phragmites",27707250.0,27797009.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3781.0,27797019.0
2019-08-01,70.0,"Common reed grass, phragmites",27707320.0,27797089.0
2019-08-01,100.0,Knotweed (species unknown),81620.0,27797189.0
2019-08-01,10.0,"Tree-of-heaven, Ailanthus",3791.0,27797199.0
2019-08-01,10000.0,"Common reed grass, phragmites",27717320.0,27807199.0
2019-08-01,1000.0,"Common reed grass, phragmites",27718320.0,27808199.0
2019-08-01,50.0,"Japanese Knotweed, Japanese Bamboo",50.0,27808249.0
2019-08-01,6.0,"Tree-of-heaven, Ailanthus",3797.0,27808255.0
2019-08-01,1000000.0,"Common reed grass, phragmites",28718320.0,28808255.0
2019-08-01,1000.0,"Common reed grass, phragmites",28719320.0,28809255.0
2019-08-01,10000.0,"Common reed grass, phragmites",28729320.0,28819255.0
2019-08-01,8.0,"Tree-of-heaven, Ailanthus",3805.0,28819263.0
2019-08-01,100.0,"Common reed grass, phragmites",28729420.0,28819363.0
2019-08-01,200.0,Purple Loosestrife,4655.0,28819563.0
2019-08-07,1000000.0,"Common reed grass, phragmites",29729420.0,29819563.0
2019-08-08,,Flowering rush,,
2019-08-08,,Pale Swallowwort,,
2019-08-08,,Black Swallowwort,,
2019-08-08,,Pale Swallowwort,,
2019-08-11,,Garlic Mustard,,
2019-08-11,,Swallowwort (species unknown),,
2019-08-28,,Japanese Stiltgrass,,
2019-09-01,200.0,"Common reed grass, phragmites",29729620.0,29819763.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",3815.0,29819773.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",3835.0,29819793.0
2019-09-01,2.0,"Tree-of-heaven, Ailanthus",3837.0,29819795.0
2019-09-01,3.0,"Tree-of-heaven, Ailanthus",3840.0,29819798.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",3870.0,29819828.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",3920.0,29819878.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",3930.0,29819888.0
2019-09-01,50.0,Knotweed (species unknown),81670.0,29819938.0
2019-09-01,20.0,Purple Loosestrife,4675.0,29819958.0
2019-09-01,500.0,Knotweed (species unknown),82170.0,29820458.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",3950.0,29820478.0
2019-09-01,40.0,"Tree-of-heaven, Ailanthus",3990.0,29820518.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4000.0,29820528.0
2019-09-01,5.0,"Tree-of-heaven, Ailanthus",4005.0,29820533.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",4105.0,29820633.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",4120.0,29820648.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",4140.0,29820668.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",4160.0,29820688.0
2019-09-01,400.0,"Common reed grass, phragmites",29730020.0,29821088.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",4175.0,29821103.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4185.0,29821113.0
2019-09-01,500.0,"Common reed grass, phragmites",29730520.0,29821613.0
2019-09-01,500.0,"Common reed grass, phragmites",29731020.0,29822113.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4195.0,29822123.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",4215.0,29822143.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",4230.0,29822158.0
2019-09-01,60.0,"Tree-of-heaven, Ailanthus",4290.0,29822218.0
2019-09-01,2000.0,"Common reed grass, phragmites",29733020.0,29824218.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4300.0,29824228.0
2019-09-01,10000.0,"Common reed grass, phragmites",29743020.0,29834228.0
2019-09-01,500.0,"Common reed grass, phragmites",29743520.0,29834728.0
2019-09-01,1000.0,"Common reed grass, phragmites",29744520.0,29835728.0
2019-09-01,300.0,"Common reed grass, phragmites",29744820.0,29836028.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4310.0,29836038.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",4340.0,29836068.0
2019-09-01,40.0,"Tree-of-heaven, Ailanthus",4380.0,29836108.0
2019-09-01,200.0,"Common reed grass, phragmites",29745020.0,29836308.0
2019-09-01,3.0,"Tree-of-heaven, Ailanthus",4383.0,29836311.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",4483.0,29836411.0
2019-09-01,2000.0,"Common reed grass, phragmites",29747020.0,29838411.0
2019-09-01,30.0,Purple Loosestrife,4705.0,29838441.0
2019-09-01,10000.0,"Common reed grass, phragmites",29757020.0,29848441.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",4513.0,29848471.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4563.0,29848521.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4613.0,29848571.0
2019-09-01,50.0,Knotweed (species unknown),82220.0,29848621.0
2019-09-01,1000.0,"Common reed grass, phragmites",29758020.0,29849621.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4623.0,29849631.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",4643.0,29849651.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4693.0,29849701.0
2019-09-01,100.0,Knotweed (species unknown),82320.0,29849801.0
2019-09-01,1000.0,"Common reed grass, phragmites",29759020.0,29850801.0
2019-09-01,100.0,Knotweed (species unknown),82420.0,29850901.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",4703.0,29850911.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4753.0,29850961.0
2019-09-01,300.0,"Common reed grass, phragmites",29759320.0,29851261.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",4853.0,29851361.0
2019-09-01,10000.0,"Common reed grass, phragmites",29769320.0,29861361.0
2019-09-01,100.0,"Common reed grass, phragmites",29769420.0,29861461.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4903.0,29861511.0
2019-09-01,100.0,Knotweed (species unknown),82520.0,29861611.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",4953.0,29861661.0
2019-09-01,200.0,Knotweed (species unknown),82720.0,29861861.0
2019-09-01,50.0,Knotweed (species unknown),82770.0,29861911.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",5003.0,29861961.0
2019-09-01,300.0,"Common reed grass, phragmites",29769720.0,29862261.0
2019-09-01,6.0,"Tree-of-heaven, Ailanthus",5009.0,29862267.0
2019-09-01,10000.0,"Common reed grass, phragmites",29779720.0,29872267.0
2019-09-01,1000.0,"Common reed grass, phragmites",29780720.0,29873267.0
2019-09-01,10000.0,"Common reed grass, phragmites",29790720.0,29883267.0
2019-09-01,200.0,Knotweed (species unknown),82970.0,29883467.0
2019-09-01,300.0,"Common reed grass, phragmites",29791020.0,29883767.0
2019-09-01,10000.0,"Common reed grass, phragmites",29801020.0,29893767.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5039.0,29893797.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",5139.0,29893897.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",5189.0,29893947.0
2019-09-01,300.0,"Common reed grass, phragmites",29801320.0,29894247.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5219.0,29894277.0
2019-09-01,10000.0,"Common reed grass, phragmites",29811320.0,29904277.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",5234.0,29904292.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",5254.0,29904312.0
2019-09-01,7.0,"Tree-of-heaven, Ailanthus",5261.0,29904319.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",5361.0,29904419.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5391.0,29904449.0
2019-09-01,200.0,"Japanese Knotweed, Japanese Bamboo",250.0,29904649.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5421.0,29904679.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",5521.0,29904779.0
2019-09-01,300.0,"Common reed grass, phragmites",29811620.0,29905079.0
2019-09-01,40.0,"Tree-of-heaven, Ailanthus",5561.0,29905119.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",5576.0,29905134.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",5626.0,29905184.0
2019-09-01,100.0,Knotweed (species unknown),83070.0,29905284.0
2019-09-01,100.0,Knotweed (species unknown),83170.0,29905384.0
2019-09-01,300.0,"Common reed grass, phragmites",29811920.0,29905684.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",5636.0,29905694.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",5686.0,29905744.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",5786.0,29905844.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",5796.0,29905854.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5826.0,29905884.0
2019-09-01,50.0,Japanese Angelica Tree,50.0,29905934.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",5836.0,29905944.0
2019-09-01,500.0,"Common reed grass, phragmites",29812420.0,29906444.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",5846.0,29906454.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",5876.0,29906484.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",5886.0,29906494.0
2019-09-01,300.0,"Common reed grass, phragmites",29812720.0,29906794.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",5936.0,29906844.0
2019-09-01,40.0,Knotweed (species unknown),83210.0,29906884.0
2019-09-01,40.0,"Tree-of-heaven, Ailanthus",5976.0,29906924.0
2019-09-01,400.0,"Common reed grass, phragmites",29813120.0,29907324.0
2019-09-01,100.0,Knotweed (species unknown),83310.0,29907424.0
2019-09-01,4.0,"Tree-of-heaven, Ailanthus",5980.0,29907428.0
2019-09-01,1000.0,"Common reed grass, phragmites",29814120.0,29908428.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6000.0,29908448.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6020.0,29908468.0
2019-09-01,10000.0,"Common reed grass, phragmites",29824120.0,29918468.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6070.0,29918518.0
2019-09-01,100.0,Knotweed (species unknown),83410.0,29918618.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",6100.0,29918648.0
2019-09-01,10000.0,"Common reed grass, phragmites",29834120.0,29928648.0
2019-09-01,300.0,"Common reed grass, phragmites",29834420.0,29928948.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",6115.0,29928963.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6135.0,29928983.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6155.0,29929003.0
2019-09-01,100000.0,Knotweed (species unknown),183410.0,30029003.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6175.0,30029023.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",6185.0,30029033.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",6200.0,30029048.0
2019-09-01,2000.0,"Common reed grass, phragmites",29836420.0,30031048.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",6300.0,30031148.0
2019-09-01,500.0,"Common reed grass, phragmites",29836920.0,30031648.0
2019-09-01,10000.0,"Common reed grass, phragmites",29846920.0,30041648.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6320.0,30041668.0
2019-09-01,1000.0,"Common reed grass, phragmites",29847920.0,30042668.0
2019-09-01,11.0,"Tree-of-heaven, Ailanthus",6331.0,30042679.0
2019-09-01,15.0,"Tree-of-heaven, Ailanthus",6346.0,30042694.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6396.0,30042744.0
2019-09-01,1000.0,"Common reed grass, phragmites",29848920.0,30043744.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6416.0,30043764.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6466.0,30043814.0
2019-09-01,300.0,"Common reed grass, phragmites",29849220.0,30044114.0
2019-09-01,10000000.0,"Common reed grass, phragmites",39849220.0,40044114.0
2019-09-01,5.0,"Tree-of-heaven, Ailanthus",6471.0,40044119.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",6501.0,40044149.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6551.0,40044199.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6601.0,40044249.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6621.0,40044269.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",6651.0,40044299.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6671.0,40044319.0
2019-09-01,400.0,"Common reed grass, phragmites",39849620.0,40044719.0
2019-09-01,50.0,"Tree-of-heaven, Ailanthus",6721.0,40044769.0
2019-09-01,1000.0,"Common reed grass, phragmites",39850620.0,40045769.0
2019-09-01,300.0,"Common reed grass, phragmites",39850920.0,40046069.0
2019-09-01,300.0,"Common reed grass, phragmites",39851220.0,40046369.0
2019-09-01,100.0,Knotweed (species unknown),183510.0,40046469.0
2019-09-01,300.0,Knotweed (species unknown),183810.0,40046769.0
2019-09-01,10000.0,"Common reed grass, phragmites",39861220.0,40056769.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",6751.0,40056799.0
2019-09-01,100.0,"Tree-of-heaven, Ailanthus",6851.0,40056899.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6871.0,40056919.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6891.0,40056939.0
2019-09-01,10.0,"Tree-of-heaven, Ailanthus",6901.0,40056949.0
2019-09-01,300.0,"Common reed grass, phragmites",39861520.0,40057249.0
2019-09-01,1000000.0,"Common reed grass, phragmites",40861520.0,41057249.0
2019-09-01,400.0,"Common reed grass, phragmites",40861920.0,41057649.0
2019-09-01,20.0,"Tree-of-heaven, Ailanthus",6921.0,41057669.0
2019-09-01,30.0,"Tree-of-heaven, Ailanthus",6951.0,41057699.0
2019-09-01,1000.0,"Japanese Knotweed, Japanese Bamboo",1250.0,41058699.0
2019-09-01,1000.0,"Common reed grass, phragmites",40862920.0,41059699.0
2019-09-01,200.0,"Common reed grass, phragmites",40863120.0,41059899.0
2019-09-15,,Slender Falsebrome,,
2019-09-26,,Japanese Stiltgrass,,
2019-09-29,100000.0,"Common reed grass, phragmites",40963120.0,41159899.0
2019-10-01,20.0,"Tree-of-heaven, Ailanthus",6971.0,41159919.0
2019-10-01,1000.0,"Common reed grass, phragmites",40964120.0,41160919.0
2019-10-01,1000.0,"Common reed grass, phragmites",40965120.0,41161919.0
2019-10-01,100000.0,"Common reed grass, phragmites",41065120.0,41261919.0
2019-10-01,30.0,"Tree-of-heaven, Ailanthus",7001.0,41261949.0
2019-10-01,15.0,"Tree-of-heaven, Ailanthus",7016.0,41261964.0
2019-10-01,1000.0,"Common reed grass, phragmites",41066120.0,41262964.0
2019-10-01,1100.0,"Common reed grass, phragmites",41067220.0,41264064.0
2019-10-01,50.0,"Tree-of-heaven, Ailanthus",7066.0,41264114.0
2019-10-01,10.0,"Tree-of-heaven, Ailanthus",7076.0,41264124.0
2019-10-01,20.0,"Tree-of-heaven, Ailanthus",7096.0,41264144.0
2019-10-01,200.0,"Common reed grass, phragmites",41067420.0,41264344.0
2019-10-01,100000.0,"Common reed grass, phragmites",41167420.0,41364344.0
2019-10-01,10.0,"Tree-of-heaven, Ailanthus",7106.0,41364354.0
2019-10-01,,Crown Vetch,,
2019-10-01,300.0,"Common reed grass, phragmites",41167720.0,41364654.0
2019-10-01,50.0,"Common reed grass, phragmites",41167770.0,41364704.0
2019-10-01,10000.0,"Common reed grass, phragmites",41177770.0,41374704.0
2019-10-01,500.0,"Common reed grass, phragmites",41178270.0,41375204.0
2019-10-01,20.0,"Tree-of-heaven, Ailanthus",7126.0,41375224.0
2019-10-01,100.0,Knotweed (species unknown),183910.0,41375324.0
2019-10-01,100.0,Knotweed (species unknown),184010.0,41375424.0
2019-10-01,3000.0,"Common reed grass, phragmites",41181270.0,41378424.0
2019-10-01,1000.0,"Common reed grass, phragmites",41182270.0,41379424.0
2019-10-01,10000.0,"Common reed grass, phragmites",41192270.0,41389424.0
2019-10-01,50.0,"Tree-of-heaven, Ailanthus",7176.0,41389474.0
2019-10-01,20.0,Knotweed (species unknown),184030.0,41389494.0
2019-10-01,1000.0,"Common reed grass, phragmites",41193270.0,41390494.0
2019-10-01,,"Common reed grass, phragmites",,
2019-10-01,100.0,"Common reed grass, phragmites",41193370.0,41390594.0
2019-10-01,500.0,Knotweed (species unknown),184530.0,41391094.0
2019-10-01,10.0,"Tree-of-heaven, Ailanthus",7186.0,41391104.0
2019-10-01,100.0,"Tree-of-heaven, Ailanthus",7286.0,41391204.0
2019-10-01,,"Tree-of-heaven, Ailanthus",,
2019-10-01,10000.0,"Common reed grass, phragmites",41203370.0,41401204.0
2019-10-01,500.0,"Common reed grass, phragmites",41203870.0,41401704.0
2019-10-01,10000.0,Knotweed (species unknown),194530.0,41411704.0
2019-10-01,,"Common reed grass, phragmites",,
2019-10-01,5.0,"Tree-of-heaven, Ailanthus",7291.0,41411709.0
2019-10-01,1000.0,"Common reed grass, phragmites",41204870.0,41412709.0
2019-10-01,,"Common reed grass, phragmites",,
2019-10-01,50.0,"Tree-of-heaven, Ailanthus",7341.0,41412759.0
2019-10-01,30.0,"Tree-of-heaven, Ailanthus",7371.0,41412789.0
2019-10-01,,"Common reed grass, phragmites",,
2019-10-01,500.0,"Common reed grass, phragmites",41205370.0,41413289.0
2019-10-01,100.0,"Common reed grass, phragmites",41205470.0,41413389.0
2019-10-01,6.0,"Tree-of-heaven, Ailanthus",7377.0,41413395.0
2019-10-01,2.0,"Tree-of-heaven, Ailanthus",7379.0,41413397.0
2019-10-01,300.0,"Common reed grass, phragmites",41205770.0,41413697.0
2019-10-01,1000.0,"Common reed grass, phragmites",41206770.0,41414697.0
2019-10-01,500.0,"Common reed grass, phragmites",41207270.0,41415197.0
2019-10-01,10000.0,"Common reed grass, phragmites",41217270.0,41425197.0
2019-10-01,10000.0,"Common reed grass, phragmites",41227270.0,41435197.0
2019-10-01,300.0,"Common reed grass, phragmites",41227570.0,41435497.0
2019-10-01,1000.0,Knotweed (species unknown),195530.0,41436497.0
2019-10-01,9000000.0,"Common reed grass, phragmites",50227570.0,50436497.0
2019-10-01,30.0,"Tree-of-heaven, Ailanthus",7409.0,50436527.0
2019-10-08,,Japanese Stiltgrass,,
2019-10-20,,Japanese Stiltgrass,,
2019-10-20,,Japanese Stiltgrass,,
2019-11-01,3000.0,"Common reed grass, phragmites",50230570.0,50439527.0
2019-11-01,2000.0,"Common reed grass, phragmites",50232570.0,50441527.0
2019-11-01,2000.0,"Common reed grass, phragmites",50234570.0,50443527.0
2019-11-01,500.0,"Common reed grass, phragmites",50235070.0,50444027.0
2019-11-01,200.0,"Common reed grass, phragmites",50235270.0,50444227.0
2019-11-01,500.0,"Common reed grass, phragmites",50235770.0,50444727.0
2019-11-01,10000.0,"Common reed grass, phragmites",50245770.0,50454727.0
2019-11-01,1000.0,"Common reed grass, phragmites",50246770.0,50455727.0
2019-11-01,500.0,Knotweed (species unknown),196030.0,50456227.0
2019-11-01,10000.0,"Common reed grass, phragmites",50256770.0,50466227.0
2019-11-01,2000.0,"Common reed grass, phragmites",50258770.0,50468227.0
2019-11-01,1000.0,"Common reed grass, phragmites",50259770.0,50469227.0
2019-11-29,1000.0,"Common reed grass, phragmites",50260770.0,50470227.0
2019-11-29,200.0,"Common reed grass, phragmites",50260970.0,50470427.0
2019-12-08,20.0,"Tree-of-heaven, Ailanthus",7429.0,50470447.0
2019-12-09,12000.0,"Common reed grass, phragmites",50272970.0,50482447.0
2019-12-09,1000.0,"Common reed grass, phragmites",50273970.0,50483447.0
2019-12-09,10000.0,"Common reed grass, phragmites",50283970.0,50493447.0
2019-12-09,5.0,"Tree-of-heaven, Ailanthus",7434.0,50493452.0
2019-12-09,10.0,"Tree-of-heaven, Ailanthus",7444.0,50493462.0
2019-12-10,100000.0,"Common reed grass, phragmites",50383970.0,50593462.0
2019-12-10,10000.0,"Common reed grass, phragmites",50393970.0,50603462.0
2019-12-10,5.0,"Tree-of-heaven, Ailanthus",7449.0,50603467.0
2019-12-10,1000.0,"Common reed grass, phragmites",50394970.0,50604467.0
2019-12-10,100000.0,"Common reed grass, phragmites",50494970.0,50704467.0
2019-12-10,100.0,Knotweed (species unknown),196130.0,50704567.0
2019-12-10,1000.0,"Common reed grass, phragmites",50495970.0,50705567.0
2019-12-10,10000.0,"Common reed grass, phragmites",50505970.0,50715567.0
2019-12-11,1000.0,"Common reed grass, phragmites",50506970.0,50716567.0
2019-12-11,20.0,"Tree-of-heaven, Ailanthus",7469.0,50716587.0
2019-12-12,,"Common reed grass, phragmites",,
2019-12-12,100.0,"Common reed grass, phragmites",50507070.0,50716687.0
2019-12-12,10000.0,"Common reed grass, phragmites",50517070.0,50726687.0
2019-12-12,10000.0,"Common reed grass, phragmites",50527070.0,50736687.0
2019-12-13,1000000000.0,"Common reed grass, phragmites",1050527070.0,1050736687.0
2019-12-13,100000000.0,"Common reed grass, phragmites",1150527070.0,1150736687.0
2019-12-13,10000.0,"Common reed grass, phragmites",1150537070.0,1150746687.0
2019-12-14,1000.0,"Common reed grass, phragmites",1150538070.0,1150747687.0
2019-12-17,1000.0,"Common reed grass, phragmites",1150539070.0,1150748687.0
2019-12-17,1000.0,"Common reed grass, phragmites",1150540070.0,1150749687.0
2019-12-17,1000.0,"Japanese Knotweed, Japanese Bamboo",2250.0,1150750687.0
2019-12-17,10000.0,"Common reed grass, phragmites",1150550070.0,1150760687.0
2019-12-17,20.0,"Tree-of-heaven, Ailanthus",7489.0,1150760707.0
2019-12-17,10.0,"Tree-of-heaven, Ailanthus",7499.0,1150760717.0
2020-01-01,1000.0,"Common reed grass, phragmites",1150551070.0,1150761717.0
2020-01-07,1000.0,"Common reed grass, phragmites",1150552070.0,1150762717.0
